id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	AC-like|AC-like	AC-like|MES-like	AC-like|NPC-like	AC-like|OPC-like	AC-like|macrophage	AC-like|microglial_cell	MES-like|AC-like	MES-like|MES-like	MES-like|NPC-like	MES-like|OPC-like	MES-like|macrophage	MES-like|microglial_cell	NPC-like|AC-like	NPC-like|MES-like	NPC-like|NPC-like	NPC-like|OPC-like	NPC-like|macrophage	NPC-like|microglial_cell	OPC-like|AC-like	OPC-like|MES-like	OPC-like|NPC-like	OPC-like|OPC-like	OPC-like|macrophage	OPC-like|microglial_cell	macrophage|AC-like	macrophage|MES-like	macrophage|NPC-like	macrophage|OPC-like	macrophage|macrophage	macrophage|microglial_cell	microglial_cell|AC-like	microglial_cell|MES-like	microglial_cell|NPC-like	microglial_cell|OPC-like	microglial_cell|macrophage	microglial_cell|microglial_cell
CPI-SS0CE7506A6	LAG3_FGL1	simple:P18627	simple:Q08830	ENSG00000089692	ENSG00000104760	True	False	False	curated	False	0.003	0.004	0.003	0.003	0.005	0.008	0.003	0.003	0.003	0.003	0.004	0.008	0.008	0.008	0.008	0.008	0.01	0.013	0.005	0.005	0.004	0.005	0.006	0.009	0.024	0.025	0.024	0.024	0.026	0.029	0.015	0.015	0.015	0.015	0.017	0.02
CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	ENSG00000170558	ENSG00000170558	False	False	False	curated	False	0.674	0.58	0.614	0.674	0.35	0.34	0.58	0.485	0.519	0.579	0.255	0.245	0.614	0.519	0.553	0.614	0.289	0.28	0.674	0.579	0.614	0.674	0.349	0.34	0.35	0.255	0.289	0.349	0.025	0.015	0.34	0.245	0.28	0.34	0.015	0.006
CPI-SS061ED1543	TAC1_TACR2	simple:P20366	simple:P21452	ENSG00000006128	ENSG00000075073	True	False	True	curated	False	0.001	0.001	0.001	0.001	0.003	0.003	0.002	0.002	0.003	0.002	0.004	0.004	0.003	0.002	0.003	0.003	0.005	0.004	0.004	0.004	0.004	0.004	0.006	0.006	0.001	0.001	0.001	0.001	0.003	0.003	0.001	0.001	0.001	0.001	0.003	0.003
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	ENSG00000006128	ENSG00000115353	True	False	True	curated	False	0.001	0.002	0.003	0.002	0.0	0.0	0.002	0.004	0.005	0.003	0.002	0.002	0.002	0.004	0.005	0.003	0.002	0.002	0.004	0.005	0.007	0.005	0.003	0.003	0.001	0.002	0.003	0.002	0.0	0.0	0.001	0.002	0.003	0.002	0.0	0.0
CPI-SS0362EFFDE	PMCH_MCHR1	simple:P20382	simple:Q99705	ENSG00000183395	ENSG00000128285	True	False	True	curated	False	0.025	0.077	0.005	0.009	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.078	0.005	0.009	0.001	0.001	0.026	0.078	0.005	0.009	0.001	0.001	0.026	0.078	0.005	0.009	0.001	0.0	0.025	0.077	0.005	0.009	0.001	0.0
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	ENSG00000127129	ENSG00000151617	True	False	True	guidetopharmacology.org	False	0.01	0.018	0.007	0.017	0.015	0.007	0.012	0.021	0.009	0.019	0.017	0.009	0.004	0.012	0.001	0.011	0.009	0.001	0.004	0.013	0.001	0.011	0.009	0.001	0.004	0.012	0.0	0.01	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	ENSG00000197405	ENSG00000105372	False	True	False	guidetopharmacology.org	False	1.74	1.757	1.676	1.409	1.641	1.82	1.738	1.755	1.674	1.407	1.639	1.818	1.732	1.749	1.668	1.401	1.633	1.812	1.785	1.802	1.721	1.455	1.687	1.865	2.142	2.159	2.078	1.812	2.044	2.222	2.012	2.029	1.948	1.681	1.914	2.092
CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	ENSG00000062038	ENSG00000062038	False	False	False	curated	False	0.004	0.004	0.015	0.005	0.002	0.002	0.004	0.005	0.015	0.006	0.003	0.003	0.015	0.015	0.025	0.016	0.013	0.013	0.005	0.006	0.016	0.007	0.004	0.004	0.002	0.003	0.013	0.004	0.001	0.0	0.002	0.003	0.013	0.004	0.0	0.0
CPI-SS04456F441	TNFSF4_TNFRSF4	simple:P23510	simple:P43489	ENSG00000117586	ENSG00000186827	False	False	True	curated	False	0.005	0.005	0.006	0.005	0.017	0.017	0.007	0.007	0.008	0.007	0.019	0.019	0.002	0.002	0.003	0.002	0.014	0.014	0.005	0.005	0.006	0.005	0.017	0.017	0.009	0.009	0.01	0.009	0.021	0.021	0.005	0.005	0.006	0.005	0.017	0.017
CPI-SS087BD262F	CXCR2_CXCL5	simple:P25025	simple:P42830	ENSG00000180871	ENSG00000163735	True	True	False	curated	False	0.003	0.007	0.001	0.005	0.008	0.001	0.003	0.006	0.001	0.004	0.008	0.001	0.003	0.006	0.0	0.004	0.008	0.001	0.004	0.008	0.002	0.006	0.009	0.002	0.012	0.016	0.01	0.014	0.017	0.01	0.014	0.017	0.012	0.015	0.019	0.012
CPI-SS0C7915758	CXCR2_CXCL6	simple:P25025	simple:P80162	ENSG00000180871	ENSG00000124875	True	True	False	curated	False	0.003	0.002	0.0	0.001	0.002	0.001	0.003	0.002	0.0	0.001	0.001	0.0	0.003	0.002	0.0	0.0	0.001	0.0	0.005	0.003	0.0	0.002	0.003	0.002	0.012	0.011	0.0	0.01	0.011	0.01	0.014	0.013	0.0	0.012	0.012	0.011
CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	ENSG00000173531	ENSG00000164078	True	False	True	curated	False	0.016	0.016	0.016	0.016	0.016	0.015	0.014	0.014	0.014	0.014	0.014	0.014	0.015	0.015	0.016	0.015	0.015	0.015	0.016	0.016	0.016	0.016	0.016	0.016	0.004	0.004	0.004	0.004	0.004	0.004	0.003	0.003	0.003	0.003	0.003	0.003
CPI-SS099C401F7	ACVR2A_INHBE	simple:P27037	simple:P58166	ENSG00000121989	ENSG00000139269	True	True	False	curated	False	0.026	0.026	0.025	0.025	0.0	0.025	0.022	0.022	0.022	0.022	0.0	0.021	0.051	0.052	0.051	0.051	0.0	0.051	0.04	0.04	0.04	0.04	0.0	0.039	0.014	0.014	0.014	0.014	0.0	0.014	0.011	0.012	0.011	0.011	0.0	0.011
CPI-SS0412C803A	TNFRSF8_TNFSF8	simple:P28908	simple:P32971	ENSG00000120949	ENSG00000106952	False	True	False	curated	False	0.001	0.0	0.0	0.003	0.021	0.014	0.001	0.0	0.0	0.003	0.021	0.014	0.001	0.0	0.0	0.003	0.021	0.014	0.001	0.001	0.0	0.003	0.021	0.015	0.009	0.008	0.0	0.011	0.029	0.022	0.007	0.007	0.0	0.009	0.028	0.021
CPI-SS0DBEC6C00	TACR3_TAC3	simple:P29371	simple:Q9UHF0	ENSG00000169836	ENSG00000166863	True	True	False	curated	False	0.001	0.005	0.017	0.012	0.001	0.0	0.001	0.005	0.017	0.012	0.001	0.0	0.001	0.005	0.017	0.013	0.001	0.0	0.001	0.005	0.017	0.012	0.001	0.0	0.001	0.005	0.017	0.012	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	ENSG00000013725	ENSG00000170017	True	False	False	curated	False	0.056	0.044	0.286	0.216	0.173	0.147	0.056	0.045	0.287	0.216	0.173	0.147	0.056	0.044	0.286	0.216	0.173	0.147	0.056	0.045	0.287	0.216	0.174	0.147	0.064	0.053	0.295	0.224	0.182	0.155	0.06	0.048	0.29	0.22	0.177	0.151
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	ENSG00000167601	ENSG00000183087	True	True	False	curated	False	0.084	0.101	0.05	0.06	0.237	0.316	0.081	0.097	0.046	0.057	0.234	0.313	0.068	0.085	0.034	0.044	0.221	0.3	0.078	0.094	0.043	0.054	0.231	0.31	0.355	0.371	0.32	0.331	0.508	0.587	0.429	0.446	0.395	0.405	0.582	0.661
CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	ENSG00000092445	ENSG00000183087	True	True	False	curated	False	0.148	0.164	0.113	0.124	0.301	0.379	0.104	0.12	0.069	0.08	0.257	0.335	0.145	0.161	0.111	0.121	0.298	0.377	0.154	0.171	0.12	0.13	0.307	0.386	0.066	0.082	0.031	0.042	0.219	0.298	0.064	0.08	0.03	0.04	0.217	0.296
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	ENSG00000153208	ENSG00000183087	True	True	False	curated	False	0.084	0.1	0.049	0.06	0.237	0.316	0.074	0.09	0.039	0.05	0.227	0.305	0.07	0.086	0.035	0.045	0.223	0.301	0.102	0.119	0.068	0.078	0.255	0.334	0.257	0.273	0.222	0.233	0.41	0.488	0.251	0.268	0.217	0.227	0.404	0.483
CPI-SS00C069DCB	SSTR1_SST	simple:P30872	simple:P61278	ENSG00000139874	ENSG00000157005	True	True	False	curated	False	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.006	0.007	0.008	0.006	0.006	0.006	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0
CPI-SS0ED38D1E3	SSTR2_SST	simple:P30874	simple:P61278	ENSG00000180616	ENSG00000157005	True	True	False	curated	False	0.004	0.005	0.006	0.005	0.004	0.004	0.006	0.007	0.007	0.006	0.006	0.006	0.02	0.021	0.022	0.02	0.02	0.02	0.007	0.008	0.009	0.007	0.007	0.007	0.005	0.005	0.006	0.005	0.005	0.005	0.003	0.004	0.005	0.003	0.003	0.003
CPI-SS022794023	GNRHR_NSMF	simple:P30968	simple:Q6X4W1	ENSG00000109163	ENSG00000165802	False	True	False	curated	False	0.105	0.066	0.112	0.096	0.02	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.066	0.112	0.096	0.02	0.018	0.105	0.066	0.112	0.096	0.02	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS083319328	NTSR1_NTS	simple:P30989	simple:P30990	ENSG00000101188	ENSG00000133636	True	True	False	guidetopharmacology.org	False	0.004	0.001	0.0	0.002	0.0	0.0	0.004	0.001	0.0	0.002	0.0	0.0	0.005	0.002	0.0	0.004	0.002	0.002	0.006	0.003	0.0	0.005	0.003	0.003	0.004	0.001	0.0	0.003	0.001	0.0	0.003	0.001	0.0	0.002	0.0	0.0
CPI-SS073C1B796	CD52_SIGLEC10	simple:P31358	simple:Q96LC7	ENSG00000169442	ENSG00000142512	True	False	False	curated	False	0.012	0.007	0.009	0.044	0.235	0.265	0.012	0.007	0.009	0.045	0.236	0.266	0.01	0.005	0.007	0.043	0.234	0.263	0.018	0.013	0.015	0.051	0.242	0.272	0.151	0.146	0.148	0.184	0.375	0.405	0.053	0.049	0.05	0.086	0.277	0.307
CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	ENSG00000179776	ENSG00000179776	False	False	False	curated	False	0.055	0.079	0.028	0.033	0.029	0.027	0.079	0.104	0.052	0.058	0.054	0.052	0.028	0.052	0.001	0.006	0.003	0.001	0.033	0.058	0.006	0.012	0.008	0.006	0.029	0.054	0.003	0.008	0.004	0.002	0.027	0.052	0.001	0.006	0.002	0.0
CPI-SS07D6A511D	CRHR1_UCN	simple:P34998	simple:P55089	ENSG00000120088	ENSG00000163794	True	True	False	curated	False	0.013	0.025	0.019	0.02	0.006	0.006	0.013	0.025	0.019	0.019	0.006	0.006	0.014	0.026	0.019	0.02	0.006	0.006	0.014	0.026	0.02	0.02	0.006	0.007	0.012	0.024	0.018	0.018	0.004	0.005	0.012	0.024	0.018	0.018	0.004	0.005
CPI-SS0D8148841	APLNR_APLN	simple:P35414	simple:Q9ULZ1	ENSG00000134817	ENSG00000171388	True	True	False	curated	False	0.065	0.13	0.015	0.029	0.016	0.009	0.081	0.146	0.031	0.045	0.032	0.025	0.057	0.122	0.008	0.022	0.009	0.001	0.062	0.127	0.013	0.027	0.014	0.006	0.059	0.124	0.01	0.024	0.011	0.003	0.058	0.123	0.008	0.023	0.01	0.002
CPI-SS02DA892C8	BSG_PPIA	simple:P35613	simple:P62937	ENSG00000172270	ENSG00000196262	True	False	False	curated	False	2.011	1.82	1.943	2.056	1.8	1.789	1.996	1.805	1.928	2.041	1.785	1.774	1.901	1.709	1.833	1.946	1.689	1.679	1.903	1.711	1.835	1.948	1.691	1.681	1.554	1.363	1.486	1.599	1.343	1.332	1.545	1.354	1.477	1.59	1.334	1.323
CPI-SS076FEB261	FLT3_FLT3LG	simple:P36888	simple:P49771	ENSG00000122025	ENSG00000090554	True	True	False	curated	False	0.018	0.02	0.009	0.013	0.016	0.014	0.018	0.02	0.009	0.013	0.015	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.021	0.01	0.014	0.017	0.015	0.023	0.025	0.014	0.018	0.02	0.019	0.021	0.023	0.012	0.016	0.019	0.017
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	ENSG00000168621		True	False	True	curated	False	0.007	0.005	0.003	0.007	0.001	0.001	0.009	0.006	0.004	0.009	0.002	0.002	0.018	0.015	0.013	0.018	0.012	0.012	0.011	0.009	0.006	0.011	0.005	0.005	0.007	0.004	0.002	0.007	0.001	0.001	0.007	0.004	0.002	0.007	0.0	0.0
CPI-SC08032972C	ARTN_RET_receptor_1	simple:Q5T4W7	complex:RET_receptor_1	ENSG00000117407		True	False	True	curated	False	0.007	0.005	0.002	0.007	0.001	0.001	0.007	0.005	0.003	0.007	0.001	0.001	0.008	0.006	0.003	0.008	0.002	0.002	0.008	0.005	0.003	0.008	0.001	0.001	0.007	0.004	0.002	0.007	0.0	0.0	0.007	0.004	0.002	0.007	0.0	0.0
CPI-SC03B346136	ARTN_RET_receptor_3	simple:Q5T4W7	complex:RET_receptor_3	ENSG00000117407		True	False	True	curated	False	0.001	0.001	0.002	0.001	0.0	0.0	0.001	0.001	0.003	0.002	0.0	0.0	0.002	0.002	0.003	0.002	0.0	0.0	0.002	0.001	0.003	0.002	0.0	0.0	0.001	0.0	0.002	0.001	0.0	0.0	0.001	0.0	0.002	0.001	0.0	0.0
CPI-SS0DC2DD9D7	THPO_MPL	simple:P40225	simple:P40238	ENSG00000090534	ENSG00000117400	True	False	True	curated	False	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CPI-SS09B2D63C8	OPRL1_PNOC	simple:P41146	simple:Q13519	ENSG00000125510	ENSG00000168081	True	True	False	curated	False	0.008	0.012	0.008	0.009	0.008	0.008	0.004	0.009	0.005	0.005	0.005	0.005	0.01	0.014	0.01	0.011	0.01	0.01	0.008	0.013	0.009	0.009	0.009	0.009	0.018	0.022	0.018	0.019	0.018	0.018	0.02	0.025	0.021	0.021	0.021	0.021
CPI-SS066FE05CA	LEP_LEPR	simple:P41159	simple:P48357	ENSG00000174697	ENSG00000116678	True	False	True	curated	False	0.011	0.013	0.009	0.014	0.011	0.008	0.011	0.014	0.009	0.014	0.012	0.008	0.011	0.013	0.009	0.014	0.011	0.008	0.011	0.014	0.009	0.014	0.012	0.009	0.011	0.014	0.009	0.014	0.012	0.008	0.01	0.013	0.008	0.013	0.011	0.008
CPI-SS07B3139A0	NMU_NMUR2	simple:P48645	simple:Q9GZQ4	ENSG00000109255	ENSG00000132911	True	False	True	curated	False	0.006	0.0	0.0	0.007	0.007	0.0	0.002	0.0	0.0	0.002	0.002	0.0	0.051	0.0	0.0	0.051	0.051	0.0	0.038	0.0	0.0	0.038	0.038	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS018BD4882	NMU_NMUR1	simple:P48645	simple:Q9HB89	ENSG00000109255	ENSG00000171596	True	False	True	curated	False	0.007	0.007	0.007	0.007	0.008	0.007	0.002	0.002	0.002	0.002	0.003	0.002	0.051	0.051	0.051	0.051	0.052	0.051	0.038	0.039	0.039	0.038	0.039	0.039	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.0	0.001	0.001
CPI-SS032E9A219	CX3CR1_CX3CL1	simple:P49238	simple:P78423	ENSG00000168329	ENSG00000006210	True	True	False	curated	False	0.043	0.044	0.03	0.038	0.007	0.007	0.04	0.04	0.026	0.034	0.004	0.003	0.041	0.041	0.028	0.035	0.005	0.004	0.064	0.065	0.051	0.059	0.028	0.028	0.297	0.297	0.283	0.291	0.261	0.26	0.558	0.559	0.545	0.553	0.523	0.522
CPI-SS0974EB232	ACKR1_CCL17	simple:Q16570	simple:Q92583	ENSG00000213088	ENSG00000102970	True	True	False	I2D	False	0.006	0.005	0.0	0.0	0.007	0.007	0.005	0.004	0.0	0.0	0.006	0.006	0.013	0.013	0.0	0.0	0.014	0.014	0.005	0.005	0.0	0.0	0.006	0.006	0.001	0.001	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.002	0.002
CPI-SS09CCC0451	INHBE_ACVR2B	simple:P58166	simple:Q13705	ENSG00000139269	ENSG00000114739	True	False	True	curated	False	0.022	0.025	0.053	0.037	0.016	0.01	0.022	0.025	0.053	0.038	0.016	0.011	0.021	0.025	0.052	0.037	0.016	0.01	0.021	0.025	0.053	0.037	0.016	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.025	0.052	0.037	0.015	0.01
CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	ENSG00000113361	ENSG00000113361	False	False	False	curated	False	0.34	0.254	0.18	0.227	0.177	0.171	0.254	0.169	0.094	0.141	0.092	0.085	0.18	0.094	0.02	0.067	0.018	0.011	0.227	0.141	0.067	0.114	0.064	0.058	0.177	0.092	0.018	0.064	0.015	0.008	0.171	0.085	0.011	0.058	0.008	0.002
CPI-SS095DCA7F7	LILRA4_BST2	simple:P59901	simple:Q10589	ENSG00000239961	ENSG00000130303	False	True	False	curated	False	0.251	0.34	0.026	0.16	0.638	0.688	0.25	0.34	0.026	0.16	0.638	0.688	0.251	0.34	0.026	0.161	0.639	0.689	0.252	0.341	0.027	0.162	0.639	0.689	0.28	0.369	0.055	0.189	0.667	0.717	0.311	0.401	0.087	0.221	0.699	0.749
CPI-SS06DF3325D	RELN_VLDLR	simple:P78509	simple:P98155	ENSG00000189056	ENSG00000147852	True	False	True	curated	False	0.027	0.049	0.025	0.028	0.006	0.003	0.027	0.049	0.025	0.028	0.006	0.003	0.029	0.051	0.027	0.03	0.007	0.005	0.029	0.051	0.027	0.03	0.008	0.005	0.027	0.049	0.025	0.028	0.006	0.003	0.027	0.049	0.025	0.028	0.005	0.003
CPI-SS0AD2A36FE	RELN_LRP8	simple:P78509	simple:Q14114	ENSG00000189056	ENSG00000157193	True	False	True	curated	False	0.026	0.016	0.034	0.033	0.009	0.011	0.026	0.016	0.034	0.033	0.009	0.011	0.028	0.018	0.035	0.034	0.011	0.013	0.028	0.018	0.035	0.034	0.011	0.013	0.026	0.016	0.033	0.032	0.009	0.011	0.026	0.016	0.033	0.032	0.009	0.011
CPI-SS0D5A3EC0A	LCN2_SLC22A17	simple:P80188	simple:Q8WUG5	ENSG00000148346	ENSG00000092096	True	False	True	curated	False	0.254	0.146	0.27	0.249	0.01	0.01	0.254	0.147	0.27	0.249	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.146	0.269	0.249	0.01	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BC884A75	QRFP_QRFPR	simple:P83859	simple:Q96P65	ENSG00000188710	ENSG00000186867	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS07D2364C3	PTCH2_BOC_transmembrane_receptor_SHH	complex:PTCH2_BOC_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.012	0.013	0.012	0.012	0.011	0.0	0.008	0.009	0.008	0.009	0.007	0.0	0.012	0.012	0.011	0.012	0.01	0.0	0.011	0.012	0.011	0.011	0.01	0.0	0.002	0.003	0.002	0.003	0.001	0.0	0.002	0.002	0.001	0.002	0.001	0.0
CPI-CS0E91836A4	PTCH2_CDON_transmembrane_receptor_SHH	complex:PTCH2_CDON_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.007	0.008	0.007	0.008	0.006	0.0	0.008	0.009	0.008	0.009	0.007	0.0	0.008	0.009	0.008	0.009	0.007	0.0	0.006	0.006	0.005	0.006	0.005	0.0	0.002	0.002	0.001	0.002	0.001	0.0	0.002	0.002	0.001	0.002	0.0	0.0
CPI-CS0E63C11C2	PTCH2_GAS1_transmembrane_receptor_SHH	complex:PTCH2_GAS1_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.012	0.013	0.012	0.012	0.011	0.0	0.008	0.009	0.008	0.009	0.007	0.0	0.012	0.012	0.011	0.012	0.01	0.0	0.011	0.012	0.011	0.011	0.01	0.0	0.013	0.013	0.012	0.013	0.011	0.0	0.005	0.006	0.005	0.006	0.004	0.0
CPI-CS07CECBD31	PTCH_BOC_transmembrane_receptor_SHH	complex:PTCH_BOC_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.036	0.037	0.036	0.037	0.035	0.0	0.024	0.024	0.023	0.024	0.023	0.0	0.05	0.05	0.049	0.05	0.048	0.0	0.042	0.042	0.041	0.042	0.041	0.0	0.002	0.003	0.002	0.003	0.001	0.0	0.002	0.002	0.001	0.002	0.001	0.0
CPI-CS0F34B5B7B	PTCH_CDON_transmembrane_receptor_SHH	complex:PTCH_CDON_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.007	0.008	0.007	0.008	0.006	0.0	0.022	0.023	0.022	0.023	0.021	0.0	0.008	0.009	0.008	0.009	0.007	0.0	0.006	0.006	0.005	0.006	0.005	0.0	0.002	0.002	0.001	0.002	0.001	0.0	0.002	0.002	0.001	0.002	0.0	0.0
CPI-CS03FEC2D68	PTCH_GAS1_transmembrane_receptor_SHH	complex:PTCH_GAS1_transmembrane_receptor	simple:Q15465		ENSG00000164690	True	True	False	curated	False	0.036	0.037	0.036	0.037	0.035	0.0	0.024	0.024	0.023	0.024	0.023	0.0	0.057	0.058	0.057	0.058	0.056	0.0	0.061	0.061	0.06	0.061	0.059	0.0	0.005	0.006	0.005	0.005	0.004	0.0	0.005	0.006	0.005	0.006	0.004	0.0
CPI-CS0C57A3081	PlexinA1_complex1_SEMA6D	complex:PlexinA1_complex1	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	0.157	0.1	0.067	0.066	0.011	0.01	0.155	0.099	0.066	0.065	0.01	0.009	0.153	0.096	0.063	0.062	0.008	0.007	0.161	0.104	0.071	0.07	0.015	0.014	0.157	0.101	0.068	0.067	0.012	0.011	0.153	0.096	0.063	0.062	0.007	0.006
CPI-CS0123BC66C	PlexinA1_complex2_SEMA6D	complex:PlexinA1_complex2	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	0.168	0.111	0.078	0.077	0.022	0.021	0.169	0.112	0.079	0.078	0.023	0.022	0.176	0.119	0.086	0.085	0.03	0.029	0.184	0.127	0.094	0.093	0.039	0.038	0.178	0.121	0.088	0.087	0.032	0.031	0.172	0.116	0.083	0.082	0.027	0.026
CPI-CS09C48BE1A	ProstaglandinD2_byAKR1C3_PTGDR2	complex:ProstaglandinD2_byAKR1C3	simple:Q9Y5Y4		ENSG00000183134	True	False	True	curated	False	0.003	0.003	0.003	0.003	0.003	0.0	0.004	0.004	0.004	0.005	0.004	0.0	0.006	0.006	0.006	0.006	0.006	0.0	0.01	0.01	0.01	0.01	0.01	0.0	0.006	0.006	0.006	0.006	0.006	0.0	0.001	0.001	0.001	0.001	0.001	0.0
CPI-SS0B6F0C894	DSG2_DSC3	simple:Q14126	simple:Q14574	ENSG00000046604	ENSG00000134762	False	False	False	curated	False	0.021	0.0	0.03	0.021	0.021	0.021	0.006	0.0	0.016	0.006	0.006	0.006	0.036	0.0	0.045	0.036	0.036	0.036	0.001	0.0	0.01	0.001	0.001	0.001	0.001	0.0	0.01	0.001	0.001	0.001	0.003	0.0	0.012	0.003	0.003	0.003
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	ENSG00000134755	ENSG00000046604	False	False	False	curated	False	0.026	0.011	0.041	0.006	0.006	0.008	0.024	0.009	0.039	0.004	0.004	0.006	0.036	0.021	0.051	0.016	0.016	0.018	0.034	0.019	0.049	0.014	0.014	0.015	0.098	0.084	0.113	0.078	0.078	0.08	0.073	0.058	0.088	0.053	0.053	0.055
CPI-SS08B94BEB2	DSC1_DSG2	simple:Q08554	simple:Q14126	ENSG00000134765	ENSG00000046604	False	False	False	curated	False	0.021	0.006	0.036	0.001	0.001	0.003	0.021	0.006	0.036	0.001	0.001	0.003	0.021	0.007	0.036	0.001	0.001	0.003	0.021	0.007	0.036	0.001	0.001	0.003	0.021	0.006	0.036	0.001	0.001	0.003	0.021	0.006	0.036	0.001	0.001	0.003
CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	ENSG00000120156	ENSG00000154188	True	True	False	curated	False	0.017	0.019	0.009	0.012	0.005	0.004	0.015	0.017	0.007	0.01	0.003	0.002	0.016	0.018	0.009	0.011	0.004	0.003	0.022	0.024	0.014	0.017	0.01	0.009	0.014	0.016	0.006	0.009	0.002	0.001	0.013	0.015	0.006	0.008	0.002	0.001
CPI-SS09D5B5F9C	LRP1_ERFE	simple:Q07954	simple:Q4G0M1	ENSG00000123384	ENSG00000178752	True	True	False	InnateDB-All	False	0.348	0.346	0.353	0.35	0.345	0.345	0.291	0.289	0.296	0.293	0.288	0.288	0.225	0.223	0.229	0.227	0.221	0.221	0.273	0.271	0.277	0.275	0.269	0.269	0.233	0.231	0.237	0.235	0.229	0.229	0.206	0.205	0.211	0.209	0.203	0.203
CPI-SC05C71E348	CD47_SIRB1_complex	simple:Q08722	complex:SIRB1_complex	ENSG00000196776		False	True	True	curated	False	0.254	0.253	0.253	0.26	0.29	0.28	0.27	0.268	0.268	0.275	0.306	0.296	0.218	0.216	0.216	0.223	0.254	0.244	0.263	0.262	0.262	0.269	0.299	0.289	0.214	0.213	0.213	0.22	0.25	0.24	0.168	0.166	0.166	0.173	0.204	0.194
CPI-SS0D00AAD2F	SEMA5A_PLXNB3	simple:Q13591	simple:Q9ULL4	ENSG00000112902	ENSG00000198753	False	False	True	curated	False	0.182	0.184	0.183	0.185	0.182	0.182	0.131	0.132	0.132	0.133	0.131	0.131	0.285	0.286	0.286	0.287	0.284	0.284	0.263	0.264	0.264	0.265	0.262	0.262	0.019	0.021	0.021	0.022	0.019	0.019	0.005	0.006	0.006	0.007	0.004	0.004
